price_millions,space,rooms,geo_lat,geo_lng,parking,water_heating,doorman,price_level,gas_network,balcony,linen_room,anomaly,anomaly_score
2.4,100,3,6.20385,-75.57168,2,0.5,1,6,0.0,1,1,0,1.245471501153
1.8,80,1,6.26613,-75.59367,0,0,0,4,0.0,0,0,0,1.2407766812319
0.83,60,3,6.26826,-75.58715,0,0,0,2,0.0,0,0,0,1.2139672990616
0.9,70,3,6.27202,-75.54566,0,0,0,3,1.0,0,0,0,1.1952625680273
3.3,152,3,6.24408,-75.59508,1,1,1,5,1.0,1,1,0,1.1903455131776
1.8,160,4,6.23113,-75.60013,0,1,0,4,1.0,1,1,0,1.1868013482146
0.75,40,1,6.24748,-75.5567,0,1,1,4,1.0,0,0,0,1.1409077519054
0.8,72,2,6.25898,-75.61355,0,0,0,3,0.0,0,0,0,1.0968027578609
0.65,35,1,6.27202,-75.54566,0,0,0,2,1.0,0,1,0,1.0963254378324
0.7,50,2,6.24627,-75.54584,0,0,0,3,1.0,1,0,0,1.0959857271981
0.85,41,1,6.2598,-75.56215,0,0,1,3,1.0,0,0,0,1.0890941345161
0.85,41,1,6.2598,-75.56215,0,0,1,3,1.0,0,0,0,1.0890941345161
0.85,41,1,6.2598,-75.56215,0,0,1,3,1.0,0,0,0,1.0890941345161
1.5,101,2,6.26567,-75.60541,0,0,0,5,0.0,0,0,0,1.0878504519143
0.6,45,2,6.24408,-75.59508,0,0,1,3,0.0,0,0,0,1.0629252987485
1.45,55,3,6.2407,-75.60679,0,0,0,5,0.0,0,0,0,1.0387129218588
1,100,4,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,0.98229541136879
0.38,35,1,6.27202,-75.54566,0,0,0,3,1.0,0,1,0,0.97726209504328
1.4,52,1,6.26613,-75.59367,0,1,1,4,0.0,0,0,0,0.95878729474339
0.9,45,2,6.23584,-75.59159,0,0,0,5,0.0,0,0,0,0.95021445212745
3.2,140,3,6.19692,-75.57461,1,1,1,6,1.0,1,1,0,0.94897640754171
0.98,70,3,6.23557,-75.60947,0,0,0,3,0.0,0,0,0,0.94252112747305
0.7,45,2,6.24408,-75.59508,0,0,0,3,0.0,0,0,0,0.94146706930489
2.1,105,2,6.24408,-75.59508,0,0,0,5,0.0,1,0,0,0.93600107297425
2.1,140,3,6.24408,-75.59508,1,1,0,5,1.0,0,0,0,0.90633364694189
2.9,117,3,6.19042,-75.57705,2,1,1,6,1.0,1,1,0,0.89345810782874
0.85,60,2,6.23557,-75.60947,0,0,0,3,0.0,0,0,0,0.89196519840085
0.55,40,2,6.27354,-75.55583,0,0,0,3,1.0,0,0,0,0.87140843313448
1,45,2,6.234,-75.57743,0,0,0,3,0.0,0,0,0,0.86449926041532
1.5,110,3,6.21902,-75.60331,0,1,0,5,0.0,1,0,0,0.85714002593927
1.25,40,1,6.24408,-75.59508,0,1,0.5,5,0.0,1,0,0,0.84273612693948
2.4,120,5,6.24643,-75.58541,1,1,0.5,4,1.0,1,1,0,0.83343246831504
2.4,120,5,6.24643,-75.58541,1,1,0.5,4,1.0,1,1,0,0.83343246831504
0.7,50,2,6.24408,-75.59508,0,0,0,3,0.0,0,0,0,0.80551913267818
1.4,65,1,6.26613,-75.59367,0,1,1,5,0.0,1,0,0,0.80390547547736
0.75,60,3,6.24408,-75.59508,0,0,1,3,0.0,0,0,0,0.80124781818323
1.6,100,3,6.23113,-75.60013,0,0,0,4,0.0,0,0,0,0.78600195505331
0.85,25,0,6.22941,-75.60168,0,0,0,4,1.0,0,1,0,0.77313639838502
2,90,3,6.19676,-75.57473,1,0,0,4,0.0,0,0,0,0.76600759393321
0.9,45,2,6.22624,-75.59555,0,0,0,3,0.0,0,0,0,0.74670309550317
1.1,130,4,6.24045,-75.55538,0,0,0,3,1.0,1,1,0,0.74260161216238
1.1,130,4,6.24045,-75.55538,0,0,0,3,1.0,1,1,0,0.74260161216238
0.7,35,1,6.22941,-75.60168,0,0,0,0,1.0,0,1,0,0.74130971773165
1.1,70,3,6.26567,-75.60541,0,0,0,3,0.0,0,0,0,0.72582007832758
1.2,130,4,6.24045,-75.55538,0,0,0,3,1.0,1,1,0,0.69657836721278
1.2,130,4,6.24045,-75.55538,0,0,0,3,1.0,1,1,0,0.69657836721278
1.7,95,3,6.20158,-75.57227,1,1,1,0,0.0,0,1,0,0.69403126282025
0.5,30,1,6.26567,-75.60541,0,0,0,3,0.0,0,1,0,0.68788042508468
3,65,1,6.23131,-75.56986,1,0.5,1,6,0.0,1,1,0,0.68126004347096
1.3,100,3,6.22624,-75.59555,1,0,0,3,0.0,0,0,0,0.66363913708484
0.95,65,3,6.23113,-75.60013,0,0,0,3,0.0,0,0,0,0.64828113697961
2.5,126,3,6.24408,-75.59508,1,1,1,6,0.0,0,1,0,0.62734043824861
1.6,70,3,6.21902,-75.60331,1,0,1,5,0.0,0,0,0,0.62268883454943
0.7,60,2,6.24408,-75.59508,0,0,0,3,0.0,0,0,0,0.61691056452667
2.6,120,3,6.19676,-75.57473,2,1,1,6,1.0,1,1,0,0.61042272778274
1.7,80,3,6.23584,-75.59159,0,0,0,5,0.0,0,0,0,0.60860899034932
1.1,68,3,6.23465,-75.57607,0,0,0,0,0.0,1,1,0,0.59506751549334
1.3,78,3,6.25191,-75.60376,0,0,0,3,0.0,0,0,0,0.59010605123946
0.65,50,2,6.24408,-75.59508,0,0,0,3,0.0,1,0,0,0.58906497822621
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
0.85,30,1,6.24627,-75.54584,0,0,1,3,1.0,0,1,0,0.58892741363711
1.2,78,3,6.22355,-75.60327,0,0,0,3,0.0,0,0,0,0.58548279034971
1.1,65,3,6.23465,-75.57607,1,0,0,3,0.0,0,0,0,0.57263837381618
2.8,148,3,6.2207,-75.56947,1,1,1,5,1.0,0,1,0,0.56225614396757
1,54,3,6.24408,-75.59508,1,0,0,3,0.0,0,0,0,0.55183444161652
1.2,65,3,6.22941,-75.60168,0,0,0,3,0.0,0,0,0,0.54716649465242
0.9,70,3,6.23027,-75.59148,0,0,0,3,0.0,0,0,0,0.54609926434968
3,144,3,6.2407,-75.60679,1,0,0,5,1.0,1,1,0,0.53718404826599
2,90,3,6.19692,-75.57461,2,1,1,0,1.0,1,1,0,0.53073756933054
0.65,50,1,6.2598,-75.56215,0,0,0,3,0.0,0,1,0,0.52621953744037
0.75,30,1,6.23557,-75.60947,0,1,0,0,1.0,1,1,0,0.52599561000377
2.7,115,3,6.19676,-75.57473,2,1,1,6,1.0,1,1,0,0.51817609514504
3,90,3,6.19676,-75.57473,2,1,1,6,1.0,0,1,0,0.50718356974362
1.1,60,2,6.2512,-75.59107,0,0,0,5,0.0,0,0,0,0.50452573115946
2.7,104,3,6.24408,-75.59508,2,1,0.5,5,0.0,1,1,0,0.50408983242695
1.1,60,2,6.19676,-75.57473,0,0,1,4,0.0,0,0,0,0.49368205287983
1.3,64,3,6.21902,-75.60331,0,0,1,4,0.0,0,0,0,0.49106910789346
1.1,65,3,6.23465,-75.57607,1,0,0,4,0.0,0,0,0,0.48893085878115
1.15,65,3,6.23465,-75.57607,1,0,0,4,0.0,0,0,0,0.46419837992168
1.72,130,3,6.2512,-75.59107,0,0,0,0,1.0,0,1,0,0.4605623485841
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
0.7,28,1,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,0.46055499650298
1.05,60,3,6.22624,-75.59555,0,0,0,0,0.0,1,1,0,0.45472939055863
2.65,128,3,6.19676,-75.57473,2,1,1,5,1.0,1,1,0,0.44345435638801
1.3,76,3,6.24627,-75.54584,0,1,0,0,1.0,1,1,0,0.43551291245757
1.75,80,3,6.23113,-75.60013,0,0,0,4,0.0,0,0,0,0.42524999521527
2.3,135,3,6.24408,-75.59508,1,1,0,0,1.0,1,1,0,0.41913186068584
3,125,3,6.2407,-75.60679,2,1,0.5,5,1.0,1,1,0,0.41401612247529
1.7,80,3,6.23113,-75.60013,0,0,0,4,0.0,0,0,0,0.4086819208426
1,65,3,6.2575,-75.60577,0,1,0,3,0.0,0,0,0,0.40294629543869
1.2,72,2,6.24408,-75.59508,0,0,0,5,0.0,0,0,0,0.39761742497205
1.15,48,1,6.25191,-75.60376,1,1,0.5,4,0.0,1,0,0,0.3912589667751
0.65,70,1,6.28064,-75.56082,0,0,0,3,0.0,0,1,0,0.38865191926755
0.85,70,2,6.22624,-75.59555,0,0,0,3,0.0,0,0,0,0.38652880541549
1.8,90,3,6.23584,-75.59159,0,1,0,5,0.0,0,0,0,0.37877693691316
0.63,30,1,6.25191,-75.60376,0,0,0,4,0.0,0,1,0,0.36430265042008
1.7,95,3,6.25356,-75.59456,1,1,0,5,0.0,0,0,0,0.35790802411086
2.9,130,3,6.21261,-75.57005,0,0,1,6,1.0,1,1,0,0.35730683739313
0.9,90,3,6.24045,-75.55538,0,0,0,3,1.0,0,0,0,0.3491593248984
1.6,95,3,6.25356,-75.59456,1,1,0,5,0.0,0,0,0,0.33509701367355
0.95,65,2,6.22624,-75.59555,0,0,0,3,0.0,0,0,0,0.33098662926329
2.9,144,3,6.2407,-75.60679,0,1,0,5,1.0,0,1,0,0.32956206085463
0.55,35,1,6.27202,-75.54566,0,1,0,3,1.0,0,1,0,0.32775703062595
1.7,85,3,6.21902,-75.60331,1,1,1,5,0.0,0,0,0,0.32642929851108
2.6,120,3,6.19692,-75.57461,2,0,1,5,1.0,1,1,0,0.31858795938891
1.2,65,2,6.22941,-75.60168,0,0,0,3,0.0,0,0,0,0.3171637890887
2.2,100,3,6.24307,-75.58122,2,1,0,5,0.0,1,1,0,0.30711617270439
0.95,70,2,6.22624,-75.59555,0,0,0,3,0.0,0,0,0,0.30608843277244
0.85,60,3,6.27354,-75.55583,0,0,0,3,1.0,0,0,0,0.28922203786588
0.9,30,1,6.23113,-75.60013,0,0,0,5,0.0,0,1,0,0.28693549562978
1.75,80,3,6.21902,-75.60331,1,1,1,5,0.0,0,0,0,0.2846082642727
1.9,80,3,6.26613,-75.59367,1,0,0,0,0.0,1,1,0,0.28423694093623
1.1,82,2,6.24643,-75.58541,0,0,0,3,0.0,0,0,0,0.28083316205879
0.5,45,2,6.27354,-75.55583,0,0,0,3,0.0,0,1,0,0.27997116623108
2.65,100,3,6.21976,-75.56633,2,1,1,6,1.0,1,1,0,0.27327840928083
1.3,90,3,6.23113,-75.60013,0,0,0,4,0.0,1,0,0,0.27241758957818
1.5,52,2,6.26826,-75.58715,0,0,0,4,0.0,0,0,0,0.26838113206891
0.75,40,1,6.24627,-75.54584,0,0,0,3,1.0,0,1,0,0.26582585982723
1.25,52,3,6.19676,-75.57473,1,1,1,4,0.0,0,0,0,0.25791816227334
1,29,0,6.23042,-75.60727,0,1,0,4,1.0,0,1,0,0.24497571149902
2.6,113,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,0.24295153566483
3,90,3,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,0.23983117255169
1,63,2,6.24408,-75.59508,0,0,0,4,0.0,0,0,0,0.23630378382746
0.65,60,1,6.24831,-75.60905,0,0,0,3,1.0,0,0,0,0.22877619240122
0.9,65,2,6.25191,-75.60376,0,0,0,4,0.0,1,0,0,0.22284991036385
0.85,35,1,6.25356,-75.59456,0,0,0,4,1.0,0,0,0,0.21418239787574
1.5,85,3,6.24408,-75.59508,1,0,0,0,0.0,1,1,0,0.21278743866893
1.8,76,3,6.26826,-75.58715,1,0,0,0,0.0,1,1,0,0.21253759887863
2.8,95,3,6.2207,-75.56947,2,1,1,6,1.0,1,1,0,0.20753123293788
2.8,95,3,6.2207,-75.56947,2,1,1,6,1.0,1,1,0,0.20753123293788
1.1,55,3,6.24408,-75.59508,1,0,1,3,0.0,1,0,0,0.20706692094523
2.9,144,3,6.2407,-75.60679,1,1,1,5,1.0,0,1,0,0.20321618395843
0.85,35,1,6.24909,-75.59132,0,0,0,4,1.0,0,0,0,0.18992971423736
1.02,65,2,6.2512,-75.59107,0,0,0,4,0.0,0,0,0,0.18665209256537
1.75,70,3,6.26826,-75.58715,1,0,0,0,0.0,1,1,0,0.18575923328079
1,60,3,6.2575,-75.60577,0,1,0,3,0.0,1,0,0,0.18344487872795
1.6,80,3,6.26613,-75.59367,1,0,0,0,0.0,1,1,0,0.17450335639216
2.2,68,2,6.19676,-75.57473,1,1,1,5,0.0,1,0,0,0.16955664042576
1.6,78,2,6.20158,-75.57227,1,1,1,0,0.0,0,1,0,0.16718075424924
0.58,45,1,6.23557,-75.60947,0,0,0,3,0.0,0,1,0,0.15276208756728
0.85,38,1,6.24896,-75.61274,1,1,0,4,1.0,0,0,0,0.1516921721701
1.2,60,2,6.24307,-75.58122,0,1,0,5,0.0,0,0,0,0.1501648585552
0.9,40,1,6.26567,-75.60541,1,0,1,4,1.0,0,0,0,0.1289826128733
1.25,65,2,6.21902,-75.60331,1,0,0,4,0.0,0,0,0,0.1276152762686
2.8,120,3,6.21902,-75.60331,2,1,1,5,1.0,1,1,0,0.12756712293226
0.8,60,2,6.26567,-75.60541,0,1,1,3,0.0,1,0,0,0.11753515575718
1.1,68,2,6.23932,-75.58988,0,0,0,4,0.0,0,0,0,0.11119026801917
1.5,134,3,6.22624,-75.59555,0,1,0,3,1.0,0,0,0,0.11072720291682
1.75,140,4,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,0.11003377591163
2.9,144,3,6.2407,-75.60679,1,0,0,3,1.0,1,1,0,0.10716775305309
0.64,40,1,6.2575,-75.60577,0,0,0,3,0.0,0,1,0,0.10434149478387
3,80,3,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,0.095290520295613
2.8,145,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,0.089130892091932
0.68,36,1,6.24627,-75.54584,0,1,1,3,1.0,0,1,0,0.086569605275714
1.25,66,3,6.21902,-75.60331,0,1,1,4,0.0,0,0,0,0.079014115634848
0.88,40,1,6.23113,-75.60013,0,0,0,4,1.0,0,0,0,0.074407050286355
1.3,66,3,6.21902,-75.60331,0,1,1,4,0.0,0,0,0,0.064606775083413
3,105,4,6.23131,-75.56986,1,0,1,5,1.0,1,1,0,0.027328494532218
1.4,40,0,6.2207,-75.56947,1,1,1,5,1.0,0,1,0,0.021350901251236
3,90,2,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,0.0098284669879648
2.5,115,3,6.21976,-75.56633,2,1,1,5,1.0,1,1,0,-0.067944300375511
0.5,30,2,6.27202,-75.54566,0,0,0,3,1.0,0,1,0,-0.071425141602653
1.9,55,0,6.19692,-75.57461,1,1,1,6,1.0,1,1,0,-0.080584297549853
2.55,100,3,6.21261,-75.57005,2,1,1,6,1.0,1,1,0,-0.093311431678098
0.78,34,0,6.26567,-75.60541,0,1,1,4,1.0,1,1,0,-0.10595428044097
0.78,34,0,6.26567,-75.60541,0,1,1,4,1.0,1,1,0,-0.10595428044097
0.65,50,1,6.24627,-75.54584,1,0,0,4,1.0,0,1,0,-0.14251249470063
0.78,60,2,6.27354,-75.55583,0,0,0,3,1.0,1,0,0,-0.14844317869222
2.8,90,3,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,-0.14996212525744
0.85,65,3,6.28064,-75.56082,0,0,0,3,1.0,0,0,0,-0.16026956311752
2.2,70,2,6.24408,-75.59508,1,1,1,0,0.0,1,1,0,-0.16103213758143
2.9,90,2,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,-0.19195160745529
1,55,1,6.24408,-75.59508,0,0,0,5,1.0,0,0,0,-0.19235565823534
2.2,114,3,6.19676,-75.57473,2,1,1,6,1.0,1,1,0,-0.19376673870242
1.2,35,1,6.24408,-75.59508,0,0,0.5,5,1.0,0,0,0,-0.21618452640358
2.4,90,3,6.20385,-75.57168,2,0,1,6,1.0,1,1,0,-0.22462617924883
0.8,58,3,6.23711,-75.56153,0,0,0,0,1.0,1,1,0,-0.23110501201396
2.5,110,2,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,-0.23917286953477
0.66,54,1,6.24307,-75.58122,0,1,0,0,1.0,0,1,0,-0.24219559814992
2.1,130,1,6.19692,-75.57461,0,1,1,6,1.0,0,1,0,-0.24558071678514
0.8,52,2,6.24045,-75.55538,0,0,0,3,0.0,0,1,0,-0.24574937086823
1.2,80,3,6.27354,-75.55583,0,0,0,3,1.0,1,0,0,-0.24831925705224
0.85,40,1,6.25191,-75.60376,0,0,1,4,0.0,0,1,0,-0.26523280450318
3.5,130,3,6.24408,-75.59508,1,1,1,4,1.0,1,1,0,-0.28025864748134
2.8,115,3,6.24408,-75.59508,2,1,1,5,1.0,1,1,0,-0.29081228406416
0.75,45,1,6.22355,-75.60327,0,0,0,3,0.0,0,1,0,-0.29450882127743
0.8,42,1,6.25191,-75.60376,0,0,0,4,0.0,0,1,0,-0.29526641900305
0.75,30,1,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-0.29590696861675
0.6,50,2,6.28064,-75.56082,0,1,0,3,1.0,0,0,0,-0.29862273114068
0.75,32,1,6.2598,-75.56215,0,0.5,0.5,4,0.0,0,1,0,-0.30030126913489
2.6,130,3,6.24408,-75.59508,2,1,0.5,5,1.0,1,1,0,-0.30800528378892
0.75,50,4,6.27354,-75.55583,0,0,0,3,1.0,0,1,0,-0.31767080201427
1.5,115,3,6.24896,-75.61274,0,0,0,4,1.0,1,0,0,-0.33260849653634
1.4,100,4,6.26567,-75.60541,0,0.5,0,3,1.0,1,0,0,-0.34228573996523
0.8,65,2,6.25898,-75.61355,0,0,0,2,1.0,0,0,0,-0.34810961178768
1.5,30,1,6.24909,-75.59132,0,0,0,4,0.0,0,1,0,-0.36137493054
1.5,30,1,6.24909,-75.59132,0,0,0,4,0.0,0,1,0,-0.36137493054
1.5,30,1,6.24909,-75.59132,0,0,0,4,0.0,0,1,0,-0.36137493054
2.3,110,2,6.2407,-75.60679,0,0,0,0,1.0,1,1,0,-0.36366337720942
0.95,70,3,6.23711,-75.56153,0,0,0,3,1.0,0,0,0,-0.37107764834011
2.6,98,3,6.19042,-75.57705,2,1,1,6,1.0,1,1,0,-0.37864588740412
2.2,98,3,6.20385,-75.57168,2,1,1,6,1.0,0,1,0,-0.39241744839808
0.98,40,1,6.23584,-75.59159,1,1,0,0,1.0,0,1,0,-0.39419459749857
3.2,114,3,6.2207,-75.56947,1,1,1,6,1.0,1,1,0,-0.3959130710914
0.8,40,1,6.25191,-75.60376,0,1,0.5,0,1.0,0,1,0,-0.39735105273066
1,38,0,6.23042,-75.60727,0,1,1,4,1.0,1,1,0,-0.40521456612872
0.6,25,1,6.24045,-75.55538,1,1,0,3,1.0,0,1,0,-0.42568278371363
0.8,60,3,6.27354,-75.55583,0,0,0,3,0.0,1,1,0,-0.43131718222846
0.63,75,1,6.24627,-75.54584,0,0,0,3,1.0,1,1,0,-0.43807674243308
1.5,42,1,6.24408,-75.59508,1,0,1,0,1.0,1,1,0,-0.46143861047801
0.8,38,2,6.24831,-75.60905,0,0,0,3,1.0,0,0,0,-0.46189885698454
1.2,85,4,6.27202,-75.54566,0,1,0,3,1.0,1,1,0,-0.4650489465169
0.9,60,2,6.27354,-75.55583,0,0,0,3,0.0,0,1,0,-0.47648163773838
1.4,110,3,6.23042,-75.60727,0,0,0,3,1.0,0,0,0,-0.48146367166613
1.15,70,3,6.27354,-75.55583,0,1,0,0,1.0,1,1,0,-0.49155497628122
2.1,110,3,6.20385,-75.57168,1,1,1,6,0.0,1,1,0,-0.50239227388682
2.2,95,3,6.26567,-75.60541,0,0,0,0,1.0,0,1,0,-0.50275339859967
3.3,100,3,6.21976,-75.56633,1,1,1,6,1.0,1,1,0,-0.51694480428425
1.3,56,1,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-0.51733302626693
0.7,34,1,6.24748,-75.5567,0,0,0,3,1.0,0,1,0,-0.5307849098431
0.47,50,2,6.27202,-75.54566,0,0,0,2,1.0,1,1,0,-0.53332293928984
0.7,110,3,6.27202,-75.54566,0,0,0,3,1.0,1,1,0,-0.53333799960661
0.6,40,1,6.27354,-75.55583,0,0,0,3,1.0,0,1,0,-0.54089692906734
0.6,30,1,6.27354,-75.55583,0,1,0,3,1.0,0,1,0,-0.54113944785101
1.5,140,4,6.26567,-75.60541,1,1,1,4,1.0,1,1,0,-0.54342063523861
1,58,2,6.24255,-75.56057,0,0,0,0,1.0,1,1,0,-0.5458414798792
2.9,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.54759379413839
2.3,150,3,6.26567,-75.60541,1,1,1,4,1.0,0,1,0,-0.5580008132689
2.4,110,3,6.19692,-75.57461,2,1,1,5,1.0,0,1,0,-0.57754892143623
0.8,47,1,6.23527,-75.59969,0,0,0,4,0.0,0,1,0,-0.57765393476947
1.2,42,1,6.24408,-75.59508,1,0,1,5,0.0,0,1,0,-0.57924663443067
1.9,110,3,6.24408,-75.59508,1,0,0,5,1.0,0,0,0,-0.59092460266609
0.65,28,1,6.23711,-75.56153,0,0,0,3,1.0,0,1,0,-0.59617139424335
2.3,101,3,6.21976,-75.56633,1,1,1,0,1.0,1,1,0,-0.60737716488016
0.5,40,2,6.24408,-75.59508,0,0,0,2,0.0,0,1,0,-0.61709699754461
2.45,133,4,6.24408,-75.59508,1,1,0.5,5,1.0,0,1,0,-0.6212314944974
0.68,28,1,6.23711,-75.56153,0,0,0,3,1.0,0,1,0,-0.63000913604582
0.68,28,1,6.23711,-75.56153,0,0,0,3,1.0,0,1,0,-0.63000913604582
3.3,123,3,6.19676,-75.57473,1,1,1,5,1.0,1,1,0,-0.64391490708024
2.6,96,3,6.19676,-75.57473,0,1,1,0,1.0,1,1,0,-0.65148878489626
0.88,40,1,6.26567,-75.60541,0,1,0.5,0,1.0,1,1,0,-0.66513034884618
0.75,65,2,6.27354,-75.55583,0,0,0,3,0.0,1,1,0,-0.66515605107211
1,45,1,6.24408,-75.59508,0,1,0,4,1.0,0,0,0,-0.67111652302749
2.4,133,4,6.24408,-75.59508,1,1,0.5,5,1.0,0,1,0,-0.68598354764091
2.5,95,3,6.19692,-75.57461,1,1,1,6,0.0,1,1,0,-0.69029641185785
2.1,78,2,6.24408,-75.59508,1,1,0.5,5,0.0,1,0,0,-0.71038029903222
2.5,98,3,6.2407,-75.60679,2,0,0,5,1.0,1,1,0,-0.71375367975737
1.7,48,0,6.19692,-75.57461,1,1,1,5,1.0,1,1,0,-0.71586867426164
2.75,108,3,6.26567,-75.60541,2,1,1,4,1.0,1,1,0,-0.72054866010401
2.4,85,3,6.20385,-75.57168,2,1,1,6,1.0,1,1,0,-0.72172829010077
1.15,45,1,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-0.72487126085502
2.8,95,3,6.2207,-75.56947,2,1,1,3,1.0,1,1,0,-0.72829997447614
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.73560701750426
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.73560701750426
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.73560701750426
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.73560701750426
1.9,120,2,6.24307,-75.58122,1,0,0,5,0.0,0,1,0,-0.75324398691288
0.9,54,2,6.24748,-75.5567,0,0,0,3,0.0,1,1,0,-0.75693385457623
0.45,55,2,6.24408,-75.59508,0,0,0,0,1.0,0,1,0,-0.76114990709614
1.5,40,1,6.24408,-75.59508,1,1,0,5,1.0,1,0,0,-0.76185303916203
1.8,40,1,6.21086,-75.59868,1,0,1,4,0.0,0,1,0,-0.76827186177166
0.8,38,3,6.26567,-75.60541,1,0,0,3,1.0,1,0,0,-0.77088952847078
2.45,90,3,6.24408,-75.59508,1,0,0.5,6,1.0,1,0,0,-0.77207595067887
0.88,50,1,6.24408,-75.59508,0,0,0,4,0.0,0,1,0,-0.7999534611271
2.55,89,2,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,-0.80921921930405
1.4,55,2,6.24748,-75.5567,0,0,0,4,0.0,0,1,0,-0.81801165163952
0.7,45,1,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-0.81805920768644
2.75,134,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-0.82445106003318
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
0.8,75,3,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.84298798595341
1.7,100,2,6.20202,-75.568,0,0,1,0,1.0,1,1,0,-0.85258734984335
0.92,107,3,6.27202,-75.54566,0,0,0,3,1.0,1,1,0,-0.85921744702713
1.7,120,3,6.24408,-75.59508,1,1,0,5,1.0,1,0,0,-0.88326991955164
0.58,50,2,6.27202,-75.54566,0,0,0,3,1.0,0,1,0,-0.88579232753057
3,118,3,6.19692,-75.57461,1,1,1,6,1.0,1,1,0,-0.88883521405549
2.7,96,3,6.19676,-75.57473,2,1,1,5,1.0,1,1,0,-0.89658486861508
0.75,40,1,6.24748,-75.5567,0,0,0,4,1.0,0,1,0,-0.89985746613
2.6,112,1,6.19692,-75.57461,0,1,1,6,1.0,1,1,0,-0.90162341526716
0.75,52,2,6.2598,-75.56215,0,1,0,3,1.0,1,0,0,-0.91311393156248
0.8,55,2,6.2598,-75.56215,0,0,0,4,0.0,0,1,0,-0.91787303548584
1,110,3,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,-0.93855394781696
1,110,3,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,-0.93855394781696
1,110,3,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,-0.93855394781696
2.8,120,3,6.23131,-75.56986,1,1,1,6,1.0,1,1,0,-0.94633565177809
2.8,120,3,6.23131,-75.56986,1,1,1,6,1.0,1,1,0,-0.94633565177809
2.8,134,3,6.24307,-75.58122,1,1,0,5,1.0,0,1,0,-0.95760688038887
0.88,68,3,6.25898,-75.61355,0,0,0,3,1.0,1,0,0,-0.9588585170644
1.9,115,1,6.20385,-75.57168,0,0,1,6,1.0,1,1,0,-0.961478181387
0.6,50,2,6.23113,-75.60013,0,0,0,2,0.0,0,1,0,-0.96443738145414
2.2,92,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-0.97294120314289
0.95,50,1,6.2407,-75.60679,0,0.5,0,5,0.0,0,1,0,-0.97396706872832
0.83,40,1,6.24748,-75.5567,0,0,0,4,1.0,0,1,0,-0.97632459319254
0.7,33,1,6.2598,-75.56215,0,0,1,4,1.0,0,1,0,-0.98245655160273
